Sr. No.,Brand,Category,Product Name,ASIN,Product URL,Sales Frequency,Title,Description,Bulletpoints(3),Grade,Spell check,Dimensions details,Sentence case,A+ content,Grade2,Main image,Additional images,Infographics,Lifestyles,Video,A+ Content3,Info/lifestyle Total,Total Images,Info present,Lifestyle present,Video present or not,A+ content4,Image quality,Product information,Remark,Score,Grade5,Final Grade,Amazon USA,Amazon UK,Amazon CA,Amazon MX,Amazon Germany,Amazon France,Amazon Italy,Amazon Spain,Amazon Netherlands,Amazon Belgium,Amazon Sweden ,Amazon Poland,Amazon Australia,Amazon Japan,Amazon Singapore,Amazon UAE
610,Yellow Chimes,Fashion Jewellery,Yellow Chimes Six Pair's Latest Collection Multiple Pearl Stud Stylish Hoop Earrings for Women and Girl,B08M99CK5D,https://www.amazon.in/dp/B08M99CK5D,High,1,1,1,A,1,1,1,0,C,1,1,2,2,2,1,0,4,6,1,1,1,acceptable,available,0,63.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Yellow Chimes,Fashion Jewellery,Yellow Chimes Six Pairs Latest Collection Multiple Stud Hoop Earrings for Women and Girls,B08M92CNCF,https://www.amazon.in/dp/B08M92CNCF,High,1,1,1,A,1,1,1,0,C,1,1,3,3,2,2,0,5,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Yellow Chimes,Fashion Jewellery,Yellow Chimes Geometric Shape Gold Plated Circle Drop Long Dangle Earrings For Women And Girls,B082SF21D5,https://www.amazon.in/dp/B082SF21D5,High,1,1,1,A,0,1,1,0,B,1,1,1,1,1,0,0,2,4,1,1,0,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Yellow Chimes,Fashion Jewellery,Yellow Chimes Geometric Shape Gold Plated Circle Drop Long Dangle Earrings For Women And Girls,B082SFMWPX,https://www.amazon.in/dp/B082SFMWPX,High,1,1,1,A,0,1,1,0,B,1,1,0,0,2,0,0,2,4,0,1,0,acceptable,available,0,32.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Yellow Chimes,Fashion Jewellery,Yellow Chimes Antique Style Classic Traditional Look Studded Stone Stylish Fancy Party Wear Gold Plated Designer Stud Earrings for Women and Girls,B081SPH6WR,https://www.amazon.in/dp/B081SPH6WR,High,1,1,1,A,1,1,1,0,C,1,0,3,3,3,3,0,6,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Yellow Chimes,Fashion Jewellery,Yellow Chimes Combo Latest Trendy Collection Stylish Silver Gold Plated Hoop Earrings for Women and Girls,B081SKP922,https://www.amazon.in/dp/B081SKP922,High,1,1,1,A,0,1,1,0,B,1,2,1,1,2,0,0,3,6,1,1,0,acceptable,available,0,53.33%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Yellow Chimes,Fashion Jewellery,Yellow Chimes Combo Latest Collection Stylish Gold Plated Hoop Earrings Set for Women and Girls,B08Q46Y9YP,https://www.amazon.in/dp/B08Q46Y9YP,High,1,1,1,A,0,1,1,0,B,1,1,1,1,1,0,0,2,4,1,1,0,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Yellow Chimes,Fashion Jewellery,Yellow Chimes Floral Shaped Crystal Rose gold Plated Clip on Earrings For Women & Girls,B081RVMDKF,https://www.amazon.in/dp/B081RVMDKF,High,1,1,1,A,1,1,1,0,C,1,0,3,3,3,1,0,6,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Yellow Chimes,Fashion Jewellery,Yellow Chimes Elegant A5 Grade Crystal Floral Design Party Wear Silver Plated Clip-on Earrings for Women and Girls,B081RTYGFH,https://www.amazon.in/dp/B081RTYGFH,High,1,1,1,A,0,1,1,0,B,1,0,1,1,2,0,0,3,4,1,1,0,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,Yellow Chimes,Fashion Jewellery,Yellow Chimes Fancy party ware long Chain Enamel Alloy Dangle Earring for Women and Girls,B07MM5L49R,https://www.amazon.in/dp/B07MM5L49R,High,1,1,1,A,1,1,1,0,C,1,1,2,2,3,1,0,5,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Women's Exclusive Stylish Infinity Petals Brilliant Opal and Oxidized Gold Plated Base Metal Tassel Drop Earrings (Gold, Black)",B082SDRTW7,https://www.amazon.in/dp/B082SDRTW7,High,1,1,1,A,0,1,1,0,B,1,0,1,1,1,0,0,2,3,1,1,0,acceptable,available,0,36.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Yellow Chimes,Fashion Jewellery,Yellow Chimes Women's Exclusive Stylish Infinity Petals Brilliant Opal Oxidized Silver Plated Base Metal Tassel Drop Earrings (Black),B082R9XZ87,https://www.amazon.in/dp/B082R9XZ87,High,1,1,1,A,0,1,1,0,B,1,0,1,1,1,0,0,2,3,1,1,0,acceptable,available,0,36.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Yellow Chimes,Fashion Jewellery,Yellow Chimes Latest Fashion White Crystal Fancy Long Chain Silver Plated Dangler Earrings for Women & Girls,B0892QHS6G,https://www.amazon.in/dp/B0892QHS6G,High,1,1,1,A,1,1,1,0,C,1,1,2,2,3,3,0,5,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Yellow Chimes,Fashion Jewellery,Yellow Chimes Combo Two Pairs Feminine Colors Gold Plated Long Dangle Earrings for Women and Girls,B07YP6MMSF,https://www.amazon.in/dp/B07YP6MMSF,High,1,1,1,A,1,1,1,0,C,1,3,0,0,3,0,0,3,7,0,1,0,acceptable,available,0,48.89%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,Yellow Chimes,Fashion Jewellery,Yellow Chimes Fancy party ware Beads Alloy Dangle Earring for Women and Girls,B07MJLCTC5,https://www.amazon.in/dp/B07MJLCTC5,High,1,1,1,A,1,1,1,0,C,1,1,2,2,3,0,0,5,7,1,1,0,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Yellow Chimes,Fashion Jewellery,Yellow Chimes Swarovski Elements White Dangle & Drop Earrings For Women's…,B01FLTSQ3M,https://www.amazon.in/dp/B01FLTSQ3M,High,1,1,1,A,1,1,1,0,C,1,0,0,0,5,0,0,5,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Yellow Chimes,Fashion Jewellery,Yellow Chimes Crystals from Swarovski Diamond Sparkling Silver Earrings For Women and Girls,B01FLW8X7I,https://www.amazon.in/dp/B01FLW8X7I,High,1,1,1,A,1,1,1,0,C,1,2,0,0,2,1,0,2,5,0,1,1,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Yellow Chimes,Fashion Jewellery,Yellow Chimes Fancy Party Ware Beads Alloy Dangle Earring for Women and Girls,B07MM5P1K7,https://www.amazon.in/dp/B07MM5P1K7,High,1,1,1,A,1,1,1,0,C,1,1,1,1,3,1,0,4,6,1,1,1,acceptable,available,0,63.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Yellow Chimes,Fashion Jewellery,Yellow Chimes Women's Exclusive Limited Red Black Crystal and Rose Gold Plated Edition Geometric Shape Tantalizing Drop Earrings,B082RB7YWP,https://www.amazon.in/dp/B082RB7YWP,High,1,1,1,A,1,1,1,0,C,1,1,1,1,1,0,0,2,4,1,1,0,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Yellow Chimes,Fashion Jewellery,Yellow Chimes Floral Design Gold Plated Dangle Earrings For Women,B082R9P89L,https://www.amazon.in/dp/B082R9P89L,High,1,1,1,A,1,1,1,0,C,1,0,0,0,1,0,0,1,2,0,1,0,acceptable,available,0,21.11%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Yellow Chimes,Fashion Jewellery,Yellow Chimes Crystals from Swarovski Diamond Sparkling Silver Earrings for Women & Girls,B01FODNZMW,https://www.amazon.in/dp/B01FODNZMW,High,1,1,1,A,0,1,1,0,B,1,0,1,1,4,1,0,5,6,1,1,1,acceptable,available,0,63.33%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Yellow Chimes,Fashion Jewellery,Yellow Chimes Oxidized Fashion Party ware Gold Plated Alloy Chandbali Earring for Women and Girls,B07MM5PFTH,https://www.amazon.in/dp/B07MM5PFTH,High,1,1,1,A,0,1,1,0,B,1,1,0,0,1,0,0,1,3,0,1,0,acceptable,available,0,26.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Yellow Chimes,Fashion Jewellery,Yellow Chimes Oxidized Silver Fancy Party Ware Alloy Chandbali Earring for Women and Girls,B07MG5K41Y,https://www.amazon.in/dp/B07MG5K41Y,High,1,1,1,A,0,1,1,0,B,1,0,0,0,3,0,0,3,4,0,1,0,acceptable,available,0,32.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Yellow Chimes,Fashion Jewellery,Yellow Chimes Gold Plated Red Crystal Dangler Earrings for Women and Girls,B08F73W66T,https://www.amazon.in/dp/B08F73W66T,High,1,1,1,A,1,1,1,0,C,1,1,0,0,1,0,0,1,3,0,1,0,acceptable,available,0,26.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Silver Hoops Earrings for Men and Women, Medium (YCFJER-420HPDS-SL)",B094XQDVJ4,https://www.amazon.in/dp/B094XQDVJ4,High,1,1,1,A,1,1,1,0,C,1,0,1,1,4,0,0,5,6,1,1,0,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Yellow Chimes,Fashion Jewellery,Yellow Chimes 2 Pairs Combo Bohemian Modern Fusion Oxidized silver Drop Chand Bali Earrings,B07YNL7MHK,https://www.amazon.in/dp/B07YNL7MHK,High,1,1,1,A,1,1,1,0,C,1,2,0,0,6,0,0,6,9,0,1,0,acceptable,available,0,60.00%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Leopard Head Design Silver Hoops Earrings for Men and Women, Medium (YCFJER-421HEAD-SL)",B094XQWSH3,https://www.amazon.in/dp/B094XQWSH3,High,1,1,1,A,1,1,1,0,C,1,0,1,1,4,0,0,5,6,1,1,0,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Silver Hoops Design Earrings for Men and Women, Medium (YCFJER-422DSHP-SL)",B094XSK9D8,https://www.amazon.in/dp/B094XSK9D8,High,1,1,1,A,1,1,1,0,C,1,0,1,1,3,0,0,4,5,1,1,0,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Hoops Design Silver Earrings for Men and Women, Medium (Model: YCFJER-423OXDHP-SL)",B094XTQ3M2,https://www.amazon.in/dp/B094XTQ3M2,High,1,1,1,A,1,1,1,0,C,1,1,0,0,4,0,0,4,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Skull Design Silver Hoops Earrings for Men and Boys, Medium (YCFJER-424SKL-SL)",B094XSKPFX,https://www.amazon.in/dp/B094XSKPFX,High,1,1,1,A,1,1,1,0,C,1,0,1,1,3,0,0,4,5,1,1,0,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Yellow Chimes,Fashion Jewellery,Yellow Chimes Elegant Latest Fashion Silver Plated Crystal designer Drop Earrings for Women and Girls (Design 8),B07MQJC4ZT,https://www.amazon.in/dp/B07MQJC4ZT,High,1,1,1,A,1,1,1,0,C,1,0,2,2,4,2,0,6,7,1,1,1,acceptable,available,0,68.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Yellow Chimes,Fashion Jewellery,Yellow Chimes Crystal Stylish Fancy Party Wear Jacket Earrings for Women & Girls,B07GZHYXLX,https://www.amazon.in/dp/B07GZHYXLX,High,1,1,1,A,1,1,1,0,C,1,2,0,0,2,0,0,2,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Combo of Four Pairs Stainless Steel Multicolor Huggie Hoops Earrings for Men and Women, Medium (YCFJER-430PHUGS-C-MC)",B094QHFDRF,https://www.amazon.in/dp/B094QHFDRF,High,1,1,1,A,1,1,1,0,C,1,2,0,0,6,1,0,6,9,0,1,1,acceptable,available,0,70.00%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Combo of Three Pairs Multicolor Huggie Hoops Earrings for Men and Women, Medium (Model: YCFJER-432HOPS-C-MC)",B094QJCL6T,https://www.amazon.in/dp/B094QJCL6T,High,1,1,1,A,1,1,1,0,C,1,3,0,0,2,0,0,2,6,0,1,0,acceptable,available,0,43.33%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Combo of Three Pairs Stainless Steel Gold Silver Black Huggie Hoops Earrings for Men and Women, Medium (YCFJER-433HUGI-C-MC)",B094GCZSLZ,https://www.amazon.in/dp/B094GCZSLZ,High,1,1,1,A,1,1,1,0,C,1,1,1,1,3,0,0,4,6,1,1,0,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Chain Design Hoops Earrings for Men and Women, Silver, Medium (Model: YCFJER-434CHNHP-SL)",B094G9MWS7,https://www.amazon.in/dp/B094G9MWS7,High,1,1,1,A,1,1,1,0,C,1,2,0,0,2,1,0,2,5,0,1,1,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Combo of Three pairs Stainless Steel Crystal Gold Silver Black Huggie Hoops Earrings for Women and Girls, Multicolor, Medium (YCFJER-436CRYHUG-MC)",B094GDK9F1,https://www.amazon.in/dp/B094GDK9F1,High,1,1,1,A,1,1,1,0,C,1,3,0,0,3,0,0,3,7,0,1,0,acceptable,available,0,48.89%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Silver Huggie Hoops Earrings for Men and Women, Medium (YCFJER-438HUGE-SL)",B094GD8442,https://www.amazon.in/dp/B094GD8442,High,1,1,1,A,1,1,1,0,C,1,1,1,1,2,0,0,3,5,1,1,0,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Combo of Four Pairs Stainless Steel Multicolor Non piercing Huggie Hoops Earrings for Men and Women, Medium (YCFJER-439NHUGS-C-MC)",B094QHGN5M,https://www.amazon.in/dp/B094QHGN5M,High,1,1,1,A,1,1,1,0,C,1,2,0,0,6,0,0,6,9,0,1,0,acceptable,available,0,60.00%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Combo of three Pairs Stainless Steel Black Hoops and Stud Earrings for Men and Women, Medium (YCFJER-439STHP-C-BK)",B094GC1BKY,https://www.amazon.in/dp/B094GC1BKY,High,1,1,1,A,1,1,1,0,C,1,0,4,4,2,0,0,6,7,1,1,0,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Yellow Chimes,Fashion Jewellery,Yellow Chimes Elegant Latest Fashion Combo of Two Pairs Stainless Steel Silver and Black Small Crystal Stud Earrings for Men and Women (YCFJER-440CRY-C-SLBK),B094G9GG13,https://www.amazon.in/dp/B094G9GG13,High,1,1,1,A,1,1,1,0,C,1,3,3,3,0,1,0,3,7,1,0,1,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Black Crystal Square Stud Earrings for Men and Women, Medium (YCFJER-443SQCRY-BK)",B094GC4SFC,https://www.amazon.in/dp/B094GC4SFC,High,1,1,1,A,1,1,1,0,C,1,3,1,1,3,0,0,4,8,1,1,0,acceptable,available,0,64.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Stainless Steel Silver Crystal Square Stud Earrings for Men and Women, Medium (YCFJER-443SQCRY-SL)",B094GC3KDL,https://www.amazon.in/dp/B094GC3KDL,High,1,1,1,A,1,1,1,0,C,1,2,1,1,2,0,0,3,6,1,1,0,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Yellow Chimes,Fashion Jewellery,Yellow Chimes Elegant Latest Fashion Stainless Steel Crystal Silver Hoops Earrings for Women and Girls (Design 4),B094GDH75Z,https://www.amazon.in/dp/B094GDH75Z,High,1,1,1,A,1,1,1,0,C,1,2,1,1,1,0,0,2,5,1,1,0,acceptable,available,0,47.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Yellow Chimes,Fashion Jewellery,Yellow Chimes Elegant Latest Fashion Stainless Steel Crystal Silver Hoops Earrings for Women and Girls (Design 2),B094G9NSB6,https://www.amazon.in/dp/B094G9NSB6,High,1,1,1,A,1,1,1,0,C,1,3,1,1,1,0,0,2,6,1,1,0,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Yellow Chimes,Fashion Jewellery,Yellow Chimes Elegant Latest Fashion Stainless Steel Crystal Silver Hoops Earrings for Women and Girls (Design 1),B094GCFMGX,https://www.amazon.in/dp/B094GCFMGX,High,1,1,1,A,1,1,1,0,C,1,2,0,0,1,1,0,1,4,0,1,1,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Combo of Two Pairs Stainless Steel Black Silver Textured Huggie Hoops Combo Earrings for Men and Women, Silver, Black, Medium (YCFJER-448TEX-C-SLBK)",B094G9N32Y,https://www.amazon.in/dp/B094G9N32Y,High,1,1,1,A,1,1,1,0,C,1,1,0,0,3,0,0,3,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Three Pairs Stainless Steel Gold Silver Black Huggie Hoops Combo Earrings for Men and Women, Multicolor, Medium (Model: YCFJER-450STHUG-C-MC)",B094G8ZWLG,https://www.amazon.in/dp/B094G8ZWLG,High,1,1,1,A,1,1,1,0,C,1,1,0,0,3,0,0,3,5,0,1,0,acceptable,available,0,37.78%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Combo of 2 Pairs Black Brown Natural Wood Stud Earrings for Men and Women, Medium (Model: YCFJER-454WOD-C-MC)",B094QJXLL6,https://www.amazon.in/dp/B094QJXLL6,High,1,1,1,A,1,1,1,0,C,1,2,2,2,1,0,0,3,6,1,1,0,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Gold Plated Wonder Women Design Drop Earrings for Women and Girls, Medium (YCFJER-456AVNG-GL)",B094GBTV6K,https://www.amazon.in/dp/B094GBTV6K,High,1,1,1,A,1,1,1,0,C,1,1,0,0,1,0,0,1,3,0,1,0,acceptable,available,0,26.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Stainless Steel Combo of 2 PCs Single Side Silver Hoop Drop Earrings for Men and Boys, Medium (YCFJER-458STHP-C-SL)",B094QKR8HQ,https://www.amazon.in/dp/B094QKR8HQ,High,1,1,1,A,1,1,1,0,C,1,0,1,1,4,1,0,5,6,1,1,1,acceptable,available,0,63.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Stainless Steel Combo of 2 PCs Single Side Feather Corn Drop Design Silver Hoop Earrings for Men and Boys, Medium (YCFJER-459LEFHP-SL)",B094QGNPPQ,https://www.amazon.in/dp/B094QGNPPQ,High,1,1,1,A,0,1,1,0,B,1,1,3,3,2,0,0,5,7,1,1,0,acceptable,available,0,58.89%,B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Yellow Chimes,Fashion Jewellery,Yellow Chimes Western Party Ware Resin Dropping Circle Earring Resin Drop Earring for Women and Girls,B07MCJ224R,https://www.amazon.in/dp/B07MCJ224R,High,1,1,1,A,1,1,1,0,C,1,0,1,1,2,0,0,3,4,1,1,0,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Rose Gold Plated Stainless Steel Roman Numericals Engraved Crystal Statement style Stud Earrings for Women and Girls, Medium (YCFJER-468ROM-RG)",B094GC64WY,https://www.amazon.in/dp/B094GC64WY,High,1,1,1,A,1,1,1,0,C,1,2,1,1,4,2,0,5,8,1,1,1,acceptable,available,0,74.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Rose Gold Plated Stainless Steel Flower Design Statement style Dangler Earrings for Women and Girls, Medium (YCFJER-469FLWR-RG)",B094DT4J3B,https://www.amazon.in/dp/B094DT4J3B,High,1,1,1,A,1,1,1,0,C,1,1,0,0,6,0,0,6,8,0,1,0,acceptable,available,0,54.44%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Rose Gold Plated Stainless Steel Star Design Statement style Drop Earrings for Women and Girls, Medium (Model: YCFJER-470STAR-RG)",B094DQNNYN,https://www.amazon.in/dp/B094DQNNYN,High,1,1,1,A,1,1,1,0,C,1,0,0,0,5,1,0,5,6,0,1,1,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Rose Gold Plated Stainless Steel Roman numericals Engraved Crystal Design Statement style Drop Earrings for Women and Girls, Medium (Model: YCFJER-471CRYRN-RG)",B094DRN53Q,https://www.amazon.in/dp/B094DRN53Q,High,1,1,1,A,1,1,1,0,C,1,0,0,0,5,1,0,5,6,0,1,1,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Combo of 6 pairs Gold Plated Butterfly Design Multicolor Studs and Hoops Earrings for Women and Girls, Medium (YCFJER-472BTR-C-MC)",B094DVV6K5,https://www.amazon.in/dp/B094DVV6K5,High,1,1,1,A,1,1,1,0,C,1,1,2,2,3,0,0,5,7,1,1,0,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Silver Toned Blue Studded Crystal Floral Design Stud Earrings for Women and Girls, medium",B08Y5R1SSH,https://www.amazon.in/dp/B08Y5R1SSH,High,1,1,1,A,1,1,1,0,C,1,0,0,0,0,0,0,0,1,0,0,0,acceptable,available,0,5.56%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Combo of Three Pairs Stainless Steel Black Crystal Stud Earrings for Men and Women, Medium (Model: YCFJER-550STD-C-BK)",B0957SD36R,https://www.amazon.in/dp/B0957SD36R,High,1,1,1,A,1,1,1,0,C,1,3,1,1,1,0,0,2,6,1,1,0,acceptable,available,0,53.33%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Gold Plated Crystal Dangler Earrings for Women and Girls, Medium (YCFJER-601CRLDNG-GL)",B08ZYP5PPG,https://www.amazon.in/dp/B08ZYP5PPG,High,1,1,1,A,1,1,1,0,C,1,0,0,0,2,1,0,2,3,0,1,1,acceptable,available,0,36.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Gold Plated Crystal Bird design Multicolor Dangler Earrings for Women and Girls, gold, multicolor, medium (YCFJER-602CRBRD-MC)",B08ZYQFZBR,https://www.amazon.in/dp/B08ZYQFZBR,High,1,1,1,A,1,1,1,0,C,1,1,0,0,1,1,0,1,3,0,1,1,acceptable,available,0,36.67%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Silver Plated Crystal Dangler Earrings for Women and Girls, Medium (YCFJER-603CRLDNG-SL)",B08ZYQDG6D,https://www.amazon.in/dp/B08ZYQDG6D,High,1,1,1,A,1,1,1,0,C,1,1,3,3,2,0,0,5,7,1,1,0,acceptable,available,0,58.89%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Gold Plated Crystal Dangler Earrings for Women and Girls, Medium (YCFJER-604CRLDNG-GL)",B0914X2V2M,https://www.amazon.in/dp/B0914X2V2M,High,1,1,1,A,1,1,1,0,C,1,0,1,1,2,1,0,3,4,1,1,1,acceptable,available,0,52.22%,B,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Yellow Chimes,Fashion Jewellery,"Yellow Chimes Elegant Latest Fashion Silver Plated Crystal Dangler Earrings for Women and Girls, Medium (YCFJER-605CRLDNG-SL)",B08ZYPT7MZ,https://www.amazon.in/dp/B08ZYPT7MZ,High,1,1,1,A,1,1,1,0,C,1,0,0,0,3,1,0,3,4,0,1,1,acceptable,available,0,42.22%,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
